rec_id,obc_timestamp,lap_obc_timestamp,dist,lap_dist,gps_utctime,gps_latitude,gps_longitude,gps_speed,lfm_temperature,lfm_integratedcorrflow,lfm_instantflow,lap_lfm_integratedcorrflow,gfs_gasflow,gfs_gastemp,gfs_netgasvolume,lap_gfs_netgasvolume,jm3_netjoule,lap_jm3_netjoule,jm3_voltage,jm3_current,volt_voltage,volt_difference,lap_lap,start_lap,finish_lap
0,1697005248,0,0,0,06.20.46,13.15472578,77.6995632,2.5,30.2,0.4575,6.2834,0,,,,,627.757,0,12490,2034,,,1,1,0
1,1697005248,0.099999905,2.568304278,2.568304278,06.20.47,13.1547284,77.69953963,7.7,30.2,0.4665,5.3998,0.009,,,,,632.481,4.724,12497,1898,,,1,1,0
2,1697005248,0.200000048,2.568304278,2.568304278,06.20.47,13.1547284,77.69953963,7.7,30.2,0.4745,4.8107,0.017,,,,,632.481,4.724,12497,1898,,,1,1,0
3,1697005248,0.299999952,2.568304278,2.568304278,06.20.47,13.1547284,77.69953963,7.7,30.2,0.486,6.8725,0.0285,,,,,637.338,9.581,12496,1945,,,1,1,0
4,1697005248,0.400000095,2.568304278,2.568304278,06.20.47,13.1547284,77.69953963,7.7,30.2,0.4955,5.6943,0.038,,,,,637.338,9.581,12496,1945,,,1,1,0
5,1697005248,0.5,2.568304278,2.568304278,06.20.47,13.1547284,77.69953963,7.7,30.2,0.5028,4.418,0.0453,,,,,642.287,14.53,12493,1969,,,1,1,0
6,1697005248,0.599999905,2.568304278,2.568304278,06.20.47,13.1547284,77.69953963,7.7,30.2,0.5148,7.167,0.0573,,,,,642.287,14.53,12493,1969,,,1,1,0
7,1697005248,0.700000048,2.568304278,2.568304278,06.20.47,13.1547284,77.69953963,7.7,30.2,0.5215,4.0253,0.064,,,,,647.046,19.289,12495,1913,,,1,1,0
8,1697005249,0.799999952,2.568304278,2.568304278,06.20.47,13.1547284,77.69953963,7.7,30.2,0.5311,5.7925,0.0736,,,,,647.046,19.289,12495,1913,,,1,1,0
9,1697005249,0.900000095,2.568304278,2.568304278,06.20.47,13.1547284,77.69953963,7.7,30.2,0.5415,6.1852,0.084,,,,,651.702,23.945,12497,1862,,,1,1,0
10,1697005249,1,2.568304278,2.568304278,06.20.47,13.1547284,77.69953963,7.7,30.2,0.5498,5.0071,0.0923,,,,,651.702,23.945,12497,1862,,,1,1,0
11,1697005249,1.099999905,5.723010499,5.723010499,06.20.48,13.15473113,77.69951063,10.2,30.2,0.5585,5.2034,0.101,,,,,656.695,28.938,12496,2003,,,1,1,0
12,1697005249,1.200000048,5.723010499,5.723010499,06.20.48,13.15473113,77.69951063,10.2,30.2,0.5691,6.3816,0.1116,,,,,656.695,28.938,12496,2003,,,1,1,0
13,1697005249,1.299999952,5.723010499,5.723010499,06.20.48,13.15473113,77.69951063,10.2,30.2,0.5784,5.5962,0.1209,,,,,661.592,33.835,12499,1955,,,1,1,0
14,1697005249,1.400000095,5.723010499,5.723010499,06.20.48,13.15473113,77.69951063,10.2,30.2,0.5879,5.6943,0.1304,,,,,661.592,33.835,12499,1955,,,1,1,0
15,1697005249,1.5,5.723010499,5.723010499,06.20.48,13.15473113,77.69951063,10.2,30.2,0.5955,4.5162,0.138,,,,,666.76,39.003,12495,2064,,,1,1,0
16,1697005249,1.599999905,5.723010499,5.723010499,06.20.48,13.15473113,77.69951063,10.2,30.2,0.604,5.1053,0.1465,,,,,666.76,39.003,12495,2064,,,1,1,0
17,1697005249,1.700000048,5.723010499,5.723010499,06.20.48,13.15473113,77.69951063,10.2,30.2,0.6126,5.2035,0.1551,,,,,671.992,44.235,12497,2085,,,1,1,0
18,1697005250,1.799999952,5.723010499,5.723010499,06.20.48,13.15473113,77.69951063,10.2,30.2,0.6225,5.8907,0.165,,,,,671.992,44.235,12497,2085,,,1,1,0
19,1697005250,1.900000095,5.723010499,5.723010499,06.20.48,13.15473113,77.69951063,10.2,30.2,0.6359,8.0506,0.1784,,,,,677.145,49.388,12497,2063,,,1,1,0
20,1697005250,2,5.723010499,5.723010499,06.20.48,13.15473113,77.69951063,10.2,30.2,0.6475,6.9707,0.19,,,,,677.145,49.388,12497,2063,,,1,1,0
21,1697005250,2.099999905,9.449449451,9.449449451,06.20.49,13.15473368,77.69947632,12.4,30.2,0.6593,7.0688,0.2018,,,,,682.203,54.446,12496,2028,,,1,1,0
22,1697005250,2.200000048,9.449449451,9.449449451,06.20.49,13.15473368,77.69947632,12.4,30.2,0.6696,6.1852,0.2121,,,,,682.203,54.446,12496,2028,,,1,1,0
23,1697005250,2.299999952,9.449449451,9.449449451,06.20.49,13.15473368,77.69947632,12.4,30.2,0.6802,6.3816,0.2227,,,,,687.386,59.629,12499,2074,,,1,1,0
24,1697005250,2.400000095,9.449449451,9.449449451,06.20.49,13.15473368,77.69947632,12.4,30.2,0.6905,6.1852,0.233,,,,,687.386,59.629,12499,2074,,,1,1,0
25,1697005250,2.5,9.449449451,9.449449451,06.20.49,13.15473368,77.69947632,12.4,30.2,0.7013,6.4798,0.2438,,,,,687.386,59.629,12499,2074,,,1,1,0
26,1697005250,2.599999905,9.449449451,9.449449451,06.20.49,13.15473368,77.69947632,12.4,30.2,0.7139,7.5598,0.2564,,,,,687.386,59.629,12499,2074,,,1,1,0
27,1697005250,2.700000048,9.449449451,9.449449451,06.20.49,13.15473368,77.69947632,12.4,30.2,0.7223,5.0071,0.2648,,,,,697.757,70,12492,2079,,,1,1,0
28,1697005251,2.799999952,9.449449451,9.449449451,06.20.49,13.15473368,77.69947632,12.4,30.2,0.7355,7.9525,0.278,,,,,697.757,70,12492,2079,,,1,1,0
29,1697005251,2.900000095,9.449449451,9.449449451,06.20.49,13.15473368,77.69947632,12.4,30.2,0.745,5.6943,0.2875,,,,,703.128,75.371,12490,2147,,,1,1,0
30,1697005251,3,9.449449451,9.449449451,06.20.49,13.15473368,77.69947632,12.4,30.2,0.7576,7.5597,0.3001,,,,,703.128,75.371,12490,2147,,,1,1,0
31,1697005251,3.099999905,13.7055346,13.7055346,06.20.50,13.15473575,77.69943707,14.5,30.2,0.7674,5.8907,0.3099,,,,,708.391,80.634,12493,2107,,,1,1,0
32,1697005251,3.200000048,13.7055346,13.7055346,06.20.50,13.15473575,77.69943707,14.5,30.2,0.7782,6.4798,0.3207,,,,,708.391,80.634,12493,2107,,,1,1,0
33,1697005251,3.299999952,13.7055346,13.7055346,06.20.50,13.15473575,77.69943707,14.5,30.2,0.7903,7.2652,0.3328,,,,,713.778,86.021,12502,2155,,,1,1,0
34,1697005251,3.400000095,13.7055346,13.7055346,06.20.50,13.15473575,77.69943707,14.5,30.2,0.8018,6.8725,0.3443,,,,,713.778,86.021,12502,2155,,,1,1,0
35,1697005251,3.5,13.7055346,13.7055346,06.20.50,13.15473575,77.69943707,14.5,30.2,0.8121,6.1852,0.3546,,,,,719.195,91.438,12490,2167,,,1,1,0
36,1697005251,3.599999905,13.7055346,13.7055346,06.20.50,13.15473575,77.69943707,14.5,30.2,0.8244,7.3634,0.3669,,,,,719.195,91.438,12490,2167,,,1,1,0
37,1697005251,3.700000048,13.7055346,13.7055346,06.20.50,13.15473575,77.69943707,14.5,30.2,0.8339,5.6943,0.3764,,,,,724.526,96.769,12490,2136,,,1,1,0
38,1697005252,3.799999952,13.7055346,13.7055346,06.20.50,13.15473575,77.69943707,14.5,30.2,0.8458,7.167,0.3883,,,,,724.526,96.769,12490,2136,,,1,1,0
39,1697005252,3.900000095,13.7055346,13.7055346,06.20.50,13.15473575,77.69943707,14.5,30.2,0.8569,6.6761,0.3994,,,,,729.977,102.22,12491,2182,,,1,1,0
40,1697005252,4,13.7055346,13.7055346,06.20.50,13.15473575,77.69943707,14.5,30.2,0.8663,5.5962,0.4088,,,,,729.977,102.22,12491,2182,,,1,1,0
41,1697005252,4.099999905,18.49680619,18.49680619,06.20.51,13.1547378,77.69939287,16.5,30.2,0.8789,7.5598,0.4214,,,,,735.497,107.74,12490,2209,,,1,1,0
42,1697005252,4.200000048,18.49680619,18.49680619,06.20.51,13.1547378,77.69939287,16.5,30.2,0.8883,5.6943,0.4308,,,,,735.497,107.74,12490,2209,,,1,1,0
43,1697005252,4.299999952,18.49680619,18.49680619,06.20.51,13.1547378,77.69939287,16.5,30.2,0.9,6.9707,0.4425,,,,,741.023,113.266,12487,2227,,,1,1,0
44,1697005252,4.400000095,18.49680619,18.49680619,06.20.51,13.1547378,77.69939287,16.5,30.2,0.9081,4.9089,0.4506,,,,,741.023,113.266,12487,2227,,,1,1,0
45,1697005252,4.5,18.49680619,18.49680619,06.20.51,13.1547378,77.69939287,16.5,30.2,0.9186,6.2834,0.4611,,,,,746.651,118.894,12488,2255,,,1,1,0
46,1697005252,4.599999905,18.49680619,18.49680619,06.20.51,13.1547378,77.69939287,16.5,30.2,0.9279,5.5962,0.4704,,,,,746.651,118.894,12488,2255,,,1,1,0
47,1697005252,4.700000048,18.49680619,18.49680619,06.20.51,13.1547378,77.69939287,16.5,30.2,0.9445,9.916,0.487,,,,,752.255,124.498,12489,2246,,,1,1,0
48,1697005253,4.799999952,18.49680619,18.49680619,06.20.51,13.1547378,77.69939287,16.5,30.2,0.9504,3.5344,0.4929,,,,,752.255,124.498,12489,2246,,,1,1,0
49,1697005253,4.900000095,18.49680619,18.49680619,06.20.51,13.1547378,77.69939287,16.5,30.2,0.9669,9.916,0.5094,,,,,757.577,129.82,12493,2133,,,1,1,0
50,1697005253,5,18.49680619,18.49680619,06.20.51,13.1547378,77.69939287,16.5,30.2,0.9756,5.2035,0.5181,,,,,757.577,129.82,12493,2133,,,1,1,0
51,1697005253,5.099999905,23.85096737,23.85096737,06.20.52,13.15474057,77.6993435,18.6,30.2,0.9867,6.6761,0.5292,,,,,763.128,135.371,12487,2214,,,1,1,0
52,1697005253,5.200000048,23.85096737,23.85096737,06.20.52,13.15474057,77.6993435,18.6,30.2,0.9998,7.8543,0.5423,,,,,763.128,135.371,12487,2214,,,1,1,0
53,1697005253,5.299999952,23.85096737,23.85096737,06.20.52,13.15474057,77.6993435,18.6,30.2,1.0134,8.1488,0.5559,,,,,768.482,140.725,12488,2146,,,1,1,0
54,1697005253,5.400000095,23.85096737,23.85096737,06.20.52,13.15474057,77.6993435,18.6,30.2,1.0219,5.1053,0.5644,,,,,768.482,140.725,12488,2146,,,1,1,0
55,1697005253,5.5,23.85096737,23.85096737,06.20.52,13.15474057,77.6993435,18.6,30.2,1.0346,7.6579,0.5771,,,,,773.876,146.119,12488,2170,,,1,1,0
56,1697005253,5.599999905,23.85096737,23.85096737,06.20.52,13.15474057,77.6993435,18.6,30.2,1.049,8.6397,0.5915,,,,,773.876,146.119,12488,2170,,,1,1,0
57,1697005253,5.700000048,23.85096737,23.85096737,06.20.52,13.15474057,77.6993435,18.6,30.2,1.0548,3.4362,0.5973,,,,,779.452,151.695,12489,2226,,,1,1,0
58,1697005254,5.799999952,23.85096737,23.85096737,06.20.52,13.15474057,77.6993435,18.6,30.2,1.0679,7.8543,0.6104,,,,,779.452,151.695,12489,2226,,,1,1,0
59,1697005254,5.900000095,23.85096737,23.85096737,06.20.52,13.15474057,77.6993435,18.6,30.2,1.0844,9.9159,0.6269,,,,,784.92,157.163,12483,2192,,,1,1,0
60,1697005254,6,23.85096737,23.85096737,06.20.52,13.15474057,77.6993435,18.6,30.2,1.0883,2.3563,0.6308,,,,,784.92,157.163,12483,2192,,,1,1,0
61,1697005254,6.099999905,30.23281427,30.23281427,06.20.53,13.15474642,77.69928487,20.8,30.2,1.1006,7.3633,0.6431,,,,,790.463,162.706,12488,2217,,,1,1,0
62,1697005254,6.200000048,30.23281427,30.23281427,06.20.53,13.15474642,77.69928487,20.8,30.2,1.1163,9.4251,0.6588,,,,,790.463,162.706,12488,2217,,,1,1,0
63,1697005254,6.299999952,30.23281427,30.23281427,06.20.53,13.15474642,77.69928487,20.8,30.2,1.1245,4.9089,0.667,,,,,795.972,168.215,12489,2209,,,1,1,0
64,1697005254,6.400000095,30.23281427,30.23281427,06.20.53,13.15474642,77.69928487,20.8,30.2,1.1351,6.3816,0.6776,,,,,795.972,168.215,12489,2209,,,1,1,0
65,1697005254,6.5,30.23281427,30.23281427,06.20.53,13.15474642,77.69928487,20.8,30.2,1.1467,6.9707,0.6892,,,,,801.649,173.892,12483,2281,,,1,1,0
66,1697005254,6.599999905,30.23281427,30.23281427,06.20.53,13.15474642,77.69928487,20.8,30.2,1.1554,5.2035,0.6979,,,,,801.649,173.892,12483,2281,,,1,1,0
67,1697005254,6.690000057,30.23281427,30.23281427,06.20.53,13.15474642,77.69928487,20.8,30.2,1.1662,6.4797,0.7087,,,,,807.045,179.288,12485,2249,,,1,1,0
68,1697005255,6.799999952,30.23281427,30.23281427,06.20.53,13.15474642,77.69928487,20.8,30.2,1.1798,8.1488,0.7223,,,,,807.045,179.288,12485,2249,,,1,1,0
69,1697005255,6.900000095,30.23281427,30.23281427,06.20.53,13.15474642,77.69928487,20.8,30.2,1.187,4.3199,0.7295,,,,,812.292,184.535,12491,2109,,,1,1,0
70,1697005255,7,30.23281427,30.23281427,06.20.53,13.15474642,77.69928487,20.8,30.2,1.2025,9.3269,0.745,,,,,812.292,184.535,12491,2109,,,1,1,0
71,1697005255,7.099999905,36.48149605,36.48149605,06.20.54,13.15475697,77.69922818,22.5,30.2,1.2087,3.7308,0.7512,,,,,817.569,189.812,12493,2111,,,1,1,0
72,1697005255,7.200000048,36.48149605,36.48149605,06.20.54,13.15475697,77.69922818,22.5,30.2,1.2204,6.9707,0.7629,,,,,817.569,189.812,12493,2111,,,1,1,0
73,1697005255,7.299999952,36.48149605,36.48149605,06.20.54,13.15475697,77.69922818,22.5,30.2,1.2312,6.4798,0.7737,,,,,823.033,195.276,12488,2169,,,1,1,0
74,1697005255,7.390000105,36.48149605,36.48149605,06.20.54,13.15475697,77.69922818,22.5,30.2,1.2423,6.6761,0.7848,,,,,823.033,195.276,12488,2169,,,1,1,0
75,1697005255,7.5,36.48149605,36.48149605,06.20.54,13.15475697,77.69922818,22.5,30.2,1.2555,7.9524,0.798,,,,,828.458,200.701,12490,2170,,,1,1,0
76,1697005255,7.599999905,36.48149605,36.48149605,06.20.54,13.15475697,77.69922818,22.5,30.2,1.2654,5.8907,0.8079,,,,,828.458,200.701,12490,2170,,,1,1,0
77,1697005255,7.700000048,36.48149605,36.48149605,06.20.54,13.15475697,77.69922818,22.5,30.2,1.277,6.9707,0.8195,,,,,833.898,206.141,12491,2175,,,1,1,0
78,1697005256,7.799999952,36.48149605,36.48149605,06.20.54,13.15475697,77.69922818,22.5,30.2,1.2884,6.8725,0.8309,,,,,833.898,206.141,12491,2175,,,1,1,0
79,1697005256,7.900000095,36.48149605,36.48149605,06.20.54,13.15475697,77.69922818,22.5,30.2,1.2992,6.4797,0.8417,,,,,839.359,211.602,12489,2190,,,1,1,0
80,1697005256,8,36.48149605,36.48149605,06.20.54,13.15475697,77.69922818,22.5,30.2,1.309,5.8907,0.8515,,,,,839.359,211.602,12489,2190,,,1,1,0
81,1697005256,8.099999905,43.24371422,43.24371422,06.20.55,13.15477742,77.69916937,24.2,30.2,1.3213,7.3634,0.8638,,,,,844.819,217.062,12491,2182,,,1,1,0
82,1697005256,8.200000048,43.24371422,43.24371422,06.20.55,13.15477742,77.69916937,24.2,30.2,1.3324,6.6761,0.8749,,,,,844.819,217.062,12491,2182,,,1,1,0
83,1697005256,8.299999952,43.24371422,43.24371422,06.20.55,13.15477742,77.69916937,24.2,30.2,1.3455,7.8543,0.888,,,,,850.324,222.567,12490,2217,,,1,1,0
84,1697005256,8.390000105,43.24371422,43.24371422,06.20.55,13.15477742,77.69916937,24.2,30.2,1.3521,3.9271,0.8946,,,,,850.324,222.567,12490,2217,,,1,1,0
85,1697005256,8.5,43.24371422,43.24371422,06.20.55,13.15477742,77.69916937,24.2,30.2,1.3683,9.7197,0.9108,,,,,855.788,228.031,12489,2188,,,1,1,0
86,1697005256,8.599999905,43.24371422,43.24371422,06.20.55,13.15477742,77.69916937,24.2,30.2,1.3747,3.829,0.9172,,,,,855.788,228.031,12489,2188,,,1,1,0
87,1697005256,8.700000048,43.24371422,43.24371422,06.20.55,13.15477742,77.69916937,24.2,30.2,1.3863,6.9707,0.9288,,,,,861.338,233.581,12491,2223,,,1,1,0
88,1697005257,8.799999952,43.24371422,43.24371422,06.20.55,13.15477742,77.69916937,24.2,30.2,1.4007,8.6396,0.9432,,,,,861.338,233.581,12491,2223,,,1,1,0
89,1697005257,8.900000095,43.24371422,43.24371422,06.20.55,13.15477742,77.69916937,24.2,30.2,1.4115,6.4798,0.954,,,,,866.842,239.085,12489,2207,,,1,1,0
90,1697005257,9,43.24371422,43.24371422,06.20.55,13.15477742,77.69916937,24.2,30.2,1.4233,7.0689,0.9658,,,,,866.842,239.085,12489,2207,,,1,1,0
91,1697005257,9.099999905,50.49493083,50.49493083,06.20.56,13.15480845,77.69911047,26,30.2,1.4345,6.7743,0.977,,,,,872.336,244.579,12491,2199,,,1,1,0
92,1697005257,9.200000048,50.49493083,50.49493083,06.20.56,13.15480845,77.69911047,26,30.2,1.4444,5.8906,0.9869,,,,,872.336,244.579,12491,2199,,,1,1,0
93,1697005257,9.299999952,50.49493083,50.49493083,06.20.56,13.15480845,77.69911047,26,30.2,1.4506,3.7308,0.9931,,,,,877.709,249.952,12491,2142,,,1,1,0
94,1697005257,9.400000095,50.49493083,50.49493083,06.20.56,13.15480845,77.69911047,26,30.2,1.4651,8.7379,1.0076,,,,,877.709,249.952,12491,2142,,,1,1,0
95,1697005257,9.5,50.49493083,50.49493083,06.20.56,13.15480845,77.69911047,26,30.2,1.4743,5.498,1.0168,,,,,883.064,255.307,12491,2145,,,1,1,0
96,1697005257,9.599999905,50.49493083,50.49493083,06.20.56,13.15480845,77.69911047,26,30.2,1.4861,7.0688,1.0286,,,,,883.064,255.307,12491,2145,,,1,1,0
97,1697005257,9.690000057,50.49493083,50.49493083,06.20.56,13.15480845,77.69911047,26,30.2,1.4953,5.498,1.0378,,,,,888.439,260.682,12490,2153,,,1,1,0
98,1697005258,9.799999952,50.49493083,50.49493083,06.20.56,13.15480845,77.69911047,26,30.2,1.5083,7.8543,1.0508,,,,,888.439,260.682,12490,2153,,,1,1,0
99,1697005258,9.900000095,50.49493083,50.49493083,06.20.56,13.15480845,77.69911047,26,30.2,1.5151,4.0253,1.0576,,,,,893.892,266.135,12488,2186,,,1,1,0
100,1697005258,10,50.49493083,50.49493083,06.20.56,13.15480845,77.69911047,26,30.2,1.529,8.3451,1.0715,,,,,893.892,266.135,12488,2186,,,1,1,0
101,1697005258,10.0999999,58.23011334,58.23011334,06.20.57,13.15485053,77.69905358,27.7,30.2,1.5389,5.9889,1.0814,,,,,899.335,271.578,12492,2174,,,1,1,0
102,1697005258,10.20000005,58.23011334,58.23011334,06.20.57,13.15485053,77.69905358,27.7,30.2,1.5506,6.9707,1.0931,,,,,899.335,271.578,12492,2174,,,1,1,0
103,1697005258,10.29999995,58.23011334,58.23011334,06.20.57,13.15485053,77.69905358,27.7,30.2,1.5622,6.9707,1.1047,,,,,904.739,276.982,12487,2168,,,1,1,0
104,1697005258,10.4000001,58.23011334,58.23011334,06.20.57,13.15485053,77.69905358,27.7,30.2,1.5707,5.1053,1.1132,,,,,904.739,276.982,12487,2168,,,1,1,0
105,1697005258,10.5,58.23011334,58.23011334,06.20.57,13.15485053,77.69905358,27.7,30.2,1.5841,8.0506,1.1266,,,,,910.239,282.482,12490,2211,,,1,1,0
106,1697005258,10.5999999,58.23011334,58.23011334,06.20.57,13.15485053,77.69905358,27.7,30.2,1.5936,5.6944,1.1361,,,,,910.239,282.482,12490,2211,,,1,1,0
107,1697005258,10.70000005,58.23011334,58.23011334,06.20.57,13.15485053,77.69905358,27.7,30.2,1.6077,8.4433,1.1502,,,,,915.778,288.021,12488,2214,,,1,1,0
108,1697005259,10.79999995,58.23011334,58.23011334,06.20.57,13.15485053,77.69905358,27.7,30.2,1.6162,5.1053,1.1587,,,,,915.778,288.021,12488,2214,,,1,1,0
109,1697005259,10.9000001,58.23011334,58.23011334,06.20.57,13.15485053,77.69905358,27.7,30.2,1.6298,8.1488,1.1723,,,,,921.289,293.532,12482,2209,,,1,1,0
110,1697005259,11,58.23011334,58.23011334,06.20.57,13.15485053,77.69905358,27.7,30.2,1.6357,3.5344,1.1782,,,,,921.289,293.532,12482,2209,,,1,1,0
111,1697005259,11.0999999,66.35666318,66.35666318,06.20.58,13.15490417,77.6990026,29,30.2,1.6537,10.7996,1.1962,,,,,926.682,298.925,12486,2163,,,1,1,0
112,1697005259,11.20000005,66.35666318,66.35666318,06.20.58,13.15490417,77.6990026,29,30.2,1.6568,1.8654,1.1993,,,,,926.682,298.925,12486,2163,,,1,1,0
113,1697005259,11.29999995,66.35666318,66.35666318,06.20.58,13.15490417,77.6990026,29,30.2,1.6733,9.916,1.2158,,,,,932.287,304.53,12490,2235,,,1,1,0
114,1697005259,11.4000001,66.35666318,66.35666318,06.20.58,13.15490417,77.6990026,29,30.2,1.6811,4.7125,1.2236,,,,,932.287,304.53,12490,2235,,,1,1,0
115,1697005259,11.5,66.35666318,66.35666318,06.20.58,13.15490417,77.6990026,29,30.2,1.686,2.9454,1.2285,,,,,937.78,310.023,12485,2203,,,1,1,0
116,1697005259,11.5999999,66.35666318,66.35666318,06.20.58,13.15490417,77.6990026,29,30.2,1.7112,15.1195,1.2537,,,,,937.78,310.023,12485,2203,,,1,1,0
117,1697005259,11.70000005,66.35666318,66.35666318,06.20.58,13.15490417,77.6990026,29,30.2,1.7175,3.7308,1.26,,,,,943.037,315.28,12492,2101,,,1,1,0
118,1697005260,11.79999995,66.35666318,66.35666318,06.20.58,13.15490417,77.6990026,29,30.2,1.7309,8.0506,1.2734,,,,,943.037,315.28,12492,2101,,,1,1,0
119,1697005260,11.9000001,66.35666318,66.35666318,06.20.58,13.15490417,77.6990026,29,30.2,1.741,6.087,1.2835,,,,,948.238,320.481,12492,2084,,,1,1,0
120,1697005260,12,66.35666318,66.35666318,06.20.58,13.15490417,77.6990026,29,30.2,1.7523,6.7743,1.2948,,,,,948.238,320.481,12492,2084,,,1,1,0
121,1697005260,12.0999999,74.84012181,74.84012181,06.20.59,13.1549676,77.69895907,30.3,30.2,1.7648,7.4615,1.3073,,,,,953.471,325.714,12490,2090,,,1,1,0
122,1697005260,12.19000006,74.84012181,74.84012181,06.20.59,13.1549676,77.69895907,30.3,30.2,1.7728,4.8107,1.3153,,,,,953.471,325.714,12490,2090,,,1,1,0
123,1697005260,12.29999995,74.84012181,74.84012181,06.20.59,13.1549676,77.69895907,30.3,30.2,1.7854,7.5598,1.3279,,,,,958.846,331.089,12491,2154,,,1,1,0
124,1697005260,12.4000001,74.84012181,74.84012181,06.20.59,13.1549676,77.69895907,30.3,30.2,1.7963,6.5779,1.3388,,,,,958.846,331.089,12491,2154,,,1,1,0
125,1697005260,12.5,74.84012181,74.84012181,06.20.59,13.1549676,77.69895907,30.3,30.2,1.8066,6.1852,1.3491,,,,,964.038,336.281,12491,2082,,,1,1,0
126,1697005260,12.5999999,74.84012181,74.84012181,06.20.59,13.1549676,77.69895907,30.3,30.2,1.8173,6.3816,1.3598,,,,,964.038,336.281,12491,2082,,,1,1,0
127,1697005260,12.69000006,74.84012181,74.84012181,06.20.59,13.1549676,77.69895907,30.3,30.2,1.8281,6.4798,1.3706,,,,,969.336,341.579,12490,2130,,,1,1,0
128,1697005261,12.79999995,74.84012181,74.84012181,06.20.59,13.1549676,77.69895907,30.3,30.2,1.8341,3.6326,1.3766,,,,,969.336,341.579,12490,2130,,,1,1,0
129,1697005261,12.9000001,74.84012181,74.84012181,06.20.59,13.1549676,77.69895907,30.3,30.2,1.8471,7.7561,1.3896,,,,,974.711,346.954,12494,2155,,,1,1,0
130,1697005261,13,74.84012181,74.84012181,06.20.59,13.1549676,77.69895907,30.3,30.2,1.86,7.7561,1.4025,,,,,974.711,346.954,12494,2155,,,1,1,0
131,1697005261,13.0999999,83.62480867,83.62480867,06.21.00,13.15504123,77.69892967,31.2,30.2,1.871,6.5779,1.4135,,,,,979.987,352.23,12488,2114,,,1,1,0
132,1697005261,13.20000005,83.62480867,83.62480867,06.21.00,13.15504123,77.69892967,31.2,30.2,1.8806,5.7926,1.4231,,,,,979.987,352.23,12488,2114,,,1,1,0
133,1697005261,13.29999995,83.62480867,83.62480867,06.21.00,13.15504123,77.69892967,31.2,30.2,1.8975,10.1124,1.44,,,,,985.291,357.534,12493,2111,,,1,1,0
134,1697005261,13.4000001,83.62480867,83.62480867,06.21.00,13.15504123,77.69892967,31.2,30.2,1.9037,3.7308,1.4462,,,,,985.291,357.534,12493,2111,,,1,1,0
135,1697005261,13.5,83.62480867,83.62480867,06.21.00,13.15504123,77.69892967,31.2,30.2,1.9155,7.0689,1.458,,,,,990.612,362.855,12489,2130,,,1,1,0
136,1697005261,13.5999999,83.62480867,83.62480867,06.21.00,13.15504123,77.69892967,31.2,30.2,1.9284,7.7561,1.4709,,,,,990.612,362.855,12489,2130,,,1,1,0
137,1697005261,13.70000005,83.62480867,83.62480867,06.21.00,13.15504123,77.69892967,31.2,30.2,1.9387,6.1852,1.4812,,,,,995.889,368.132,12490,2112,,,1,1,0
138,1697005262,13.79999995,83.62480867,83.62480867,06.21.00,13.15504123,77.69892967,31.2,30.2,1.9505,7.0688,1.493,,,,,995.889,368.132,12490,2112,,,1,1,0
139,1697005262,13.9000001,83.62480867,83.62480867,06.21.00,13.15504123,77.69892967,31.2,30.2,1.9603,5.8907,1.5028,,,,,1001.14,373.383,12490,2101,,,1,1,0
140,1697005262,14,83.62480867,83.62480867,06.21.00,13.15504123,77.69892967,31.2,30.2,1.9703,5.9889,1.5128,,,,,1001.14,373.383,12490,2101,,,1,1,0
141,1697005262,14.0999999,92.56462763,92.56462763,06.21.01,13.15512063,77.6989167,31.7,30.2,1.9817,6.8725,1.5242,,,,,1006.637,378.88,12493,2196,,,1,1,0
142,1697005262,14.20000005,92.56462763,92.56462763,06.21.01,13.15512063,77.6989167,31.7,30.2,1.9937,7.167,1.5362,,,,,1006.637,378.88,12493,2196,,,1,1,0
143,1697005262,14.29999995,92.56462763,92.56462763,06.21.01,13.15512063,77.6989167,31.7,30.2,2.0046,6.578,1.5471,,,,,1011.936,384.179,12488,2125,,,1,1,0
144,1697005262,14.3900001,92.56462763,92.56462763,06.21.01,13.15512063,77.6989167,31.7,30.2,2.0136,5.3998,1.5561,,,,,1011.936,384.179,12488,2125,,,1,1,0
145,1697005262,14.5,92.56462763,92.56462763,06.21.01,13.15512063,77.6989167,31.7,30.2,2.0271,8.0506,1.5696,,,,,1017.22,389.463,12491,2122,,,1,1,0
146,1697005262,14.5999999,92.56462763,92.56462763,06.21.01,13.15512063,77.6989167,31.7,30.2,2.0403,7.9525,1.5828,,,,,1017.22,389.463,12491,2122,,,1,1,0
147,1697005262,14.70000005,92.56462763,92.56462763,06.21.01,13.15512063,77.6989167,31.7,30.2,2.0455,3.1417,1.588,,,,,1022.733,394.976,12490,2209,,,1,1,0
148,1697005263,14.79999995,92.56462763,92.56462763,06.21.01,13.15512063,77.6989167,31.7,30.2,2.0541,5.1052,1.5966,,,,,1022.733,394.976,12490,2209,,,1,1,0
149,1697005263,14.9000001,92.56462763,92.56462763,06.21.01,13.15512063,77.6989167,31.7,30.2,2.0673,7.9525,1.6098,,,,,1028.062,400.305,12492,2132,,,1,1,0
150,1697005263,15,92.56462763,92.56462763,06.21.01,13.15512063,77.6989167,31.7,30.2,2.0791,7.0689,1.6216,,,,,1028.062,400.305,12492,2132,,,1,1,0
